Año,Trimestre,Departamento,Poblacion_Trimestral,Tasa_Crecimiento_Trimestral_%,Periodo
2022,T1,Pasco,269296,-0.14313154011020388,2022-T1
2022,T2,Pasco,268828,-0.1737864654506565,2022-T2
2022,T3,Pasco,268360,-0.1740890085854152,2022-T3
2022,T4,Pasco,267893,-0.17401997317036816,2022-T4
2023,T1,Pasco,267425,-0.174696613946613,2023-T1
2023,T2,Pasco,266917,-0.1899598018135926,2023-T2
2023,T3,Pasco,266408,-0.19069598414488398,2023-T3
2023,T4,Pasco,265900,-0.19068496441548302,2023-T4
2024,T1,Pasco,265392,-0.19104926664159458,2024-T1
2024,T2,Pasco,264882,-0.19216856574425756,2024-T2
2024,T3,Pasco,264373,-0.19216103774510915,2024-T3
2024,T4,Pasco,263864,-0.19253100732676937,2024-T4
2025,T1,Pasco,263354,-0.1932813873813783,2025-T1
2025,T2,Pasco,262866,-0.18530191301442167,2025-T2
2025,T3,Pasco,262378,-0.1856459184527478,2025-T3
2025,T4,Pasco,261890,-0.18599120353078383,2025-T4
2015,T1,Piura,1863545,0.3460738628347795,2015-T1
2015,T2,Piura,1871631,0.4339041987180347,2015-T2
2015,T3,Piura,1879717,0.432029604126027,2015-T3
2015,T4,Piura,1887803,0.4301711374637778,2015-T4
2016,T1,Piura,1895889,0.428328591489684,2016-T1
2016,T2,Piura,1905415,0.5024555762494535,2016-T2
2016,T3,Piura,1914941,0.4999435818443751,2016-T3
2016,T4,Piura,1924467,0.4974565796021914,2016-T4
2017,T1,Piura,1933993,0.4949941983936331,2017-T1
2017,T2,Piura,1944087,0.521925363742268,2017-T2
2017,T3,Piura,1954181,0.5192154466338184,2017-T3
2017,T4,Piura,1964274,0.5164823524535342,2017-T4
2018,T1,Piura,1974368,0.5138794282264083,2018-T1
2018,T2,Piura,1984155,0.49570292873466343,2018-T2
2018,T3,Piura,1993943,0.493308234487729,2018-T3
2018,T4,Piura,2003730,0.4908364983352082,2018-T4
2019,T1,Piura,2013517,0.4884390611509535,2019-T1
2019,T2,Piura,2022126,0.4275603334861339,2019-T2
2019,T3,Piura,2030735,0.425740037960048,2019-T3
2019,T4,Piura,2039345,0.42398441943434273,2019-T4
2020,T1,Piura,2047954,0.42214534568697304,2020-T1
2020,T2,Piura,2055225,0.3550372713449618,2020-T2
2020,T3,Piura,2062497,0.3538298726416816,2020-T3
2020,T4,Piura,2069768,0.3525338461098368,2020-T4
2021,T1,Piura,2077039,0.3512954108866308,2021-T1
2021,T2,Piura,2083554,0.3136676778818308,2021-T2
2021,T3,Piura,2090069,0.3126868802056486,2021-T3
2021,T4,Piura,2096584,0.3117121970614367,2021-T4
2022,T1,Piura,2103099,0.3107435714476501,2022-T1
2022,T2,Piura,2109098,0.2852457254746448,2022-T2
2022,T3,Piura,2115096,0.28438697490586023,2022-T3
2022,T4,Piura,2121094,0.2835805088752473,2022-T4
2023,T1,Piura,2127093,0.28282574935387117,2023-T1
2023,T2,Piura,2132814,0.26895862099118373,2023-T2
2023,T3,Piura,2138536,0.26828406040095387,2023-T3
2023,T4,Piura,2144257,0.2675194619122615,2023-T4
2024,T1,Piura,2149978,0.26680570472662557,2024-T1
2024,T2,Piura,2155661,0.2643282861499048,2024-T2
2024,T3,Piura,2161344,0.2636314336994546,2024-T3
2024,T4,Piura,2167027,0.2629382458322229,2024-T4
2025,T1,Piura,2172710,0.2622486937172449,2025-T1
2025,T2,Piura,2178638,0.27283898909656606,2025-T2
2025,T3,Piura,2184566,0.2720966034742807,2025-T3
2025,T4,Piura,2190494,0.2713582469012152,2025-T4
2015,T1,Prov. Const. del Callao,1003208,0.46708006857985224,2015-T1
2015,T2,Prov. Const. del Callao,1008843,0.5616980725831533,2015-T2
2015,T3,Prov. Const. del Callao,1014478,0.5585606481880728,2015-T3
2015,T4,Prov. Const. del Callao,1020114,0.555556650809579,2015-T4
2016,T1,Prov. Const. del Callao,1025749,0.552389242770906,2016-T1
2016,T2,Prov. Const. del Callao,1032205,0.629393740573961,2016-T2
2016,T3,Prov. Const. del Callao,1038660,0.6253602724265044,2016-T3
2016,T4,Prov. Const. del Callao,1045116,0.6215700999364566,2016-T4
2017,T1,Prov. Const. del Callao,1051572,0.6177304720241581,2017-T1
2017,T2,Prov. Const. del Callao,1058376,0.6470313017082996,2017-T2
2017,T3,Prov. Const. del Callao,1065180,0.6428717204471757,2017-T3
2017,T4,Prov. Const. del Callao,1071985,0.6388591599541862,2017-T4
2018,T1,Prov. Const. del Callao,1078789,0.6347103737459013,2018-T1
2018,T2,Prov. Const. del Callao,1085470,0.6193055361150327,2018-T2
2018,T3,Prov. Const. del Callao,1092150,0.6154016232599704,2018-T3
2018,T4,Prov. Const. del Callao,1098831,0.611729158082681,2018-T4
2019,T1,Prov. Const. del Callao,1105512,0.6080097849441816,2019-T1
2019,T2,Prov. Const. del Callao,1111598,0.5505141509092619,2019-T2
2019,T3,Prov. Const. del Callao,1117683,0.5474101248832761,2019-T3
2019,T4,Prov. Const. del Callao,1123768,0.5444298607029006,2019-T4
2020,T1,Prov. Const. del Callao,1129854,0.5415708580418734,2020-T1
2020,T2,Prov. Const. del Callao,1135260,0.4784688995215311,2020-T2
2020,T3,Prov. Const. del Callao,1140667,0.47627856173916105,2020-T3
2020,T4,Prov. Const. del Callao,1146074,0.4740209018056979,2020-T4
2021,T1,Prov. Const. del Callao,1151480,0.4716972900528238,2021-T1
2021,T2,Prov. Const. del Callao,1156522,0.4378712613332407,2021-T2
2021,T3,Prov. Const. del Callao,1161564,0.43596230767767497,2021-T3
2021,T4,Prov. Const. del Callao,1166606,0.43406992640956504,2021-T4
2022,T1,Prov. Const. del Callao,1171648,0.4321939026543666,2022-T1
2022,T2,Prov. Const. del Callao,1176451,0.4099354072212815,2022-T2
2022,T3,Prov. Const. del Callao,1181254,0.40826179755892933,2022-T3
2022,T4,Prov. Const. del Callao,1186057,0.40660179775052613,2022-T4
2023,T1,Prov. Const. del Callao,1190860,0.40495524245462067,2023-T1
2023,T2,Prov. Const. del Callao,1195548,0.39366508237744147,2023-T2
2023,T3,Prov. Const. del Callao,1200237,0.39220508084995337,2023-T3
2023,T4,Prov. Const. del Callao,1204925,0.39058952523543267,2023-T4
2024,T1,Prov. Const. del Callao,1209614,0.3891528518372513,2024-T1
2024,T2,Prov. Const. del Callao,1214313,0.3884710329080186,2024-T2
2024,T3,Prov. Const. del Callao,1219012,0.3869677751946986,2024-T3
2024,T4,Prov. Const. del Callao,1223712,0.3855581405269185,2024-T4
2025,T1,Prov. Const. del Callao,1228411,0.3839955806595016,2025-T1
2025,T2,Prov. Const. del Callao,1233292,0.39734258322336746,2025-T2
2025,T3,Prov. Const. del Callao,1238174,0.3958511041991678,2025-T3
2025,T4,Prov. Const. del Callao,1243055,0.3942095375932623,2025-T4
2015,T1,Puno,1233379,-0.12640290216528738,2015-T1
2015,T2,Puno,1232979,-0.032431231600343446,2015-T2
2015,T3,Puno,1232578,-0.03252285724249967,2015-T3
2015,T4,Puno,1232178,-0.03245230727791669,2015-T4
2016,T1,Puno,1231778,-0.032462842219224824,2016-T1
2016,T2,Puno,1232252,0.03848096004312466,2016-T2
2016,T3,Puno,1232727,0.038547310128123145,2016-T3
2016,T4,Puno,1233202,0.03853245690246097,2016-T4
2017,T1,Puno,1233676,0.03843652540297535,2017-T1
2017,T2,Puno,1234466,0.06403626235737747,2017-T2
2017,T3,Puno,1235256,0.06399528217059036,2017-T3
2017,T4,Puno,1236046,0.06395435440103105,2017-T4
2018,T1,Puno,1236836,0.06391347894819449,2018-T1
2018,T2,Puno,1237382,0.044144898757798125,2018-T2
2018,T3,Puno,1237929,0.04420623542285244,2018-T3
2018,T4,Puno,1238475,0.04410592206822847,2018-T4
2019,T1,Puno,1239022,0.04416722178485638,2019-T1
2019,T2,Puno,1238766,-0.020661457181551258,2019-T2
2019,T3,Puno,1238510,-0.02066572702189114,2019-T3
2019,T4,Puno,1238253,-0.02075074080952112,2019-T4
2020,T1,Puno,1237997,-0.02067428869544431,2020-T1
2020,T2,Puno,1236817,-0.09531525520659581,2020-T2
2020,T3,Puno,1235637,-0.09540619186185184,2020-T3
2020,T4,Puno,1234457,-0.09549730220121282,2020-T4
2021,T1,Puno,1233277,-0.0955885867227453,2021-T1
2021,T2,Puno,1231546,-0.14035776228698013,2021-T2
2021,T3,Puno,1229815,-0.14055504219899215,2021-T3
2021,T4,Puno,1228084,-0.14075287746530982,2021-T4
2022,T1,Puno,1226353,-0.14095127043426997,2022-T1
2022,T2,Puno,1224252,-0.17132098180540187,2022-T2
2022,T3,Puno,1222152,-0.17153331176914557,2022-T3
2022,T4,Puno,1220052,-0.1718280541209277,2022-T4
2023,T1,Puno,1217951,-0.17220577483582666,2023-T1
2023,T2,Puno,1215664,-0.18777438501220492,2023-T2
2023,T3,Puno,1213376,-0.18820990010397612,2023-T3
2023,T4,Puno,1211089,-0.18848238303708,2023-T4
2024,T1,Puno,1208802,-0.18883830998382448,2024-T1
2024,T2,Puno,1206510,-0.1896092163977227,2024-T2
2024,T3,Puno,1204219,-0.18988653222932259,2024-T3
2024,T4,Puno,1201928,-0.19024778715499424,2024-T4
2025,T1,Puno,1199636,-0.1906936189189369,2025-T1
2025,T2,Puno,1197442,-0.18288880960558035,2025-T2
2025,T3,Puno,1195248,-0.18322390562549168,2025-T3
2025,T4,Puno,1193054,-0.18356023185146514,2025-T4
2015,T1,San Martín,817542,0.34945593136081604,2015-T1
2015,T2,San Martín,821146,0.44083362078033916,2015-T2
2015,T3,San Martín,824751,0.4390205882997664,2015-T3
2015,T4,San Martín,828356,0.43710162218657506,2015-T4
2016,T1,San Martín,831960,0.435078637687178,2016-T1
2016,T2,San Martín,836198,0.5093994903601134,2016-T2
2016,T3,San Martín,840435,0.5066981743558344,2016-T3
2016,T4,San Martín,844672,0.5041436874951662,2016-T4
2017,T1,San Martín,848910,0.5017332171541142,2017-T1
2017,T2,San Martín,853398,0.5286779517263314,2017-T2
2017,T3,San Martín,857886,0.525897646818952,2017-T3
2017,T4,San Martín,862373,0.5230298664391306,2017-T4
2018,T1,San Martín,866861,0.5204244567026102,2018-T1
2018,T2,San Martín,871217,0.5025027080466188,2018-T2
2018,T3,San Martín,875572,0.49987546156698043,2018-T3
2018,T4,San Martín,879928,0.49750334638384963,2018-T4
2019,T1,San Martín,884283,0.4949268576519897,2019-T1
2019,T2,San Martín,888124,0.43436320725378635,2019-T2
2019,T3,San Martín,891966,0.43259724993356785,2019-T3
2019,T4,San Martín,895807,0.4306217950011548,2019-T4
2020,T1,San Martín,899648,0.42877539469997444,2020-T1
2020,T2,San Martín,902904,0.3619193284484598,2020-T2
2020,T3,San Martín,906161,0.36072494971779945,2020-T3
2020,T4,San Martín,909418,0.35942840179614877,2020-T4
2021,T1,San Martín,912674,0.35803118038129883,2021-T1
2021,T2,San Martín,915601,0.3207059694918448,2021-T2
2021,T3,San Martín,918529,0.31978995217349043,2021-T3
2021,T4,San Martín,921456,0.31866168623962876,2021-T4
2022,T1,San Martín,924384,0.3177579830181799,2022-T1
2022,T2,San Martín,927086,0.29230276595008137,2022-T2
2022,T3,San Martín,929789,0.2915587119210084,2022-T3
2022,T4,San Martín,932492,0.2907111183289972,2022-T4
2023,T1,San Martín,935194,0.28976119902369135,2023-T1
2023,T2,San Martín,937776,0.2760924471286172,2023-T2
2023,T3,San Martín,940359,0.275438910784665,2023-T3
2023,T4,San Martín,942941,0.2745759864051921,2023-T4
2024,T1,San Martín,945523,0.27382413109621917,2024-T1
2024,T2,San Martín,948090,0.2714899584674302,2024-T2
2024,T3,San Martín,950656,0.2706494109209041,2024-T3
2024,T4,San Martín,953222,0.2699188770701495,2024-T4
2025,T1,San Martín,955789,0.2692971836571124,2025-T1
2025,T2,San Martín,958465,0.27997811232395436,2025-T2
2025,T3,San Martín,961141,0.2791964234479089,2025-T3
2025,T4,San Martín,963817,0.2784190873139321,2025-T4
2015,T1,Tacna,330422,0.4529811632799485,2015-T1
2015,T2,Tacna,332224,0.5453632022080854,2015-T2
2015,T3,Tacna,334026,0.5424051242535157,2015-T3
2015,T4,Tacna,335828,0.5394789627154772,2015-T4
2016,T1,Tacna,337630,0.5365842038186215,2016-T1
2016,T2,Tacna,339700,0.6130971773835263,2016-T2
2016,T3,Tacna,341770,0.6093612010597587,2016-T3
2016,T4,Tacna,343841,0.6059630745823215,2016-T4
2017,T1,Tacna,345911,0.6020224464214564,2017-T1
2017,T2,Tacna,348094,0.6310871871666411,2017-T2
2017,T3,Tacna,350278,0.6274167322619751,2017-T3
2017,T4,Tacna,352461,0.623219271550026,2017-T4
2018,T1,Tacna,354644,0.6193593050011207,2018-T1
2018,T2,Tacna,356784,0.6034220232120098,2018-T2
2018,T3,Tacna,358924,0.5998026817346069,2018-T3
2018,T4,Tacna,361065,0.5965051097168204,2018-T4
2019,T1,Tacna,363205,0.5926910667054409,2019-T1
2019,T2,Tacna,365147,0.5346842692143555,2019-T2
2019,T3,Tacna,367090,0.5321144634900464,2019-T3
2019,T4,Tacna,369032,0.5290255795581466,2019-T4
2020,T1,Tacna,370974,0.5262416267423963,2020-T1
2020,T2,Tacna,372691,0.4628356704243424,2020-T2
2020,T3,Tacna,374408,0.4607033708890207,2020-T3
2020,T4,Tacna,376125,0.45859062840537596,2020-T4
2021,T1,Tacna,377842,0.456497175141243,2021-T1
2021,T2,Tacna,379437,0.42213411955261726,2021-T2
2021,T3,Tacna,381032,0.4203596380953887,2021-T3
2021,T4,Tacna,382627,0.4186000125973671,2021-T4
2022,T1,Tacna,384222,0.4168550572751008,2022-T1
2022,T2,Tacna,385736,0.39404302720822854,2022-T2
2022,T3,Tacna,387250,0.39249642242362653,2022-T3
2022,T4,Tacna,388765,0.39122014202711425,2022-T4
2023,T1,Tacna,390279,0.38943834964567287,2023-T1
2023,T2,Tacna,391754,0.37793475949256816,2023-T2
2023,T3,Tacna,393230,0.37676705279333456,2023-T3
2023,T4,Tacna,394705,0.37509854283752514,2023-T4
2024,T1,Tacna,396180,0.37369681154279777,2024-T1
2024,T2,Tacna,397657,0.3728103387349185,2024-T2
2024,T3,Tacna,399135,0.37167709860507925,2024-T3
2024,T4,Tacna,400612,0.3700502336302253,2024-T4
2025,T1,Tacna,402089,0.368685910556848,2025-T1
2025,T2,Tacna,403624,0.3817562778389859,2025-T2
2025,T3,Tacna,405158,0.3800566864210255,2025-T3
2025,T4,Tacna,406693,0.37886454173433576,2025-T4
2015,T1,Tumbes,226099,0.40678026316373794,2015-T1
2015,T2,Tumbes,227224,0.4975696486937138,2015-T2
2015,T3,Tumbes,228348,0.49466605640249267,2015-T3
2015,T4,Tumbes,229473,0.492669084029639,2015-T4
2016,T1,Tumbes,230598,0.490253755343766,2016-T1
2016,T2,Tumbes,231902,0.5654862574697093,2016-T2
2016,T3,Tumbes,233205,0.5618752749006046,2016-T3
2016,T4,Tumbes,234509,0.559164683433031,2016-T4
2017,T1,Tumbes,235813,0.5560554179157303,2017-T1
2017,T2,Tumbes,237190,0.5839372723301938,2017-T2
2017,T3,Tumbes,238567,0.5805472406087946,2017-T3
2017,T4,Tumbes,239944,0.5771963431656516,2017-T4
2018,T1,Tumbes,241321,0.5738839062447905,2018-T1
2018,T2,Tumbes,242666,0.5573489252903809,2018-T2
2018,T3,Tumbes,244010,0.5538476754057017,2018-T3
2018,T4,Tumbes,245354,0.5507970984795705,2018-T4
2019,T1,Tumbes,246699,0.5481875168124424,2019-T1
2019,T2,Tumbes,247905,0.488854839298092,2019-T2
2019,T3,Tumbes,249110,0.4860732942054416,2019-T3
2019,T4,Tumbes,250316,0.4841234795873309,2019-T4
2020,T1,Tumbes,251521,0.48139152111730776,2020-T1
2020,T2,Tumbes,252569,0.4166650100786813,2020-T2
2020,T3,Tumbes,253616,0.4145401850583405,2020-T3
2020,T4,Tumbes,254664,0.4132231404958678,2020-T4
2021,T1,Tumbes,255712,0.411522633744856,2021-T1
2021,T2,Tumbes,256673,0.37581341509197846,2021-T2
2021,T3,Tumbes,257634,0.37440634581744087,2021-T3
2021,T4,Tumbes,258595,0.3730097735547327,2021-T4
2022,T1,Tumbes,259556,0.37162358127574,2022-T1
2022,T2,Tumbes,260458,0.3475165282251229,2022-T2
2022,T3,Tumbes,261360,0.3463130331953712,2022-T3
2022,T4,Tumbes,262262,0.3451178451178451,2022-T4
2023,T1,Tumbes,263164,0.34393087828202334,2023-T1
2023,T2,Tumbes,264036,0.33135231262634707,2023-T2
2023,T3,Tumbes,264908,0.3302579951218773,2023-T3
2023,T4,Tumbes,265781,0.3295483715101092,2023-T4
2024,T1,Tumbes,266653,0.32808966780921134,2024-T1
2024,T2,Tumbes,267523,0.32626672116945993,2024-T2
2024,T3,Tumbes,268394,0.32557948288558364,2024-T3
2024,T4,Tumbes,269264,0.32415031632599833,2024-T4
2025,T1,Tumbes,270134,0.3231029770039812,2025-T1
2025,T2,Tumbes,271039,0.3350189165377183,2025-T2
2025,T3,Tumbes,271944,0.3339002874125126,2025-T3
2025,T4,Tumbes,272850,0.3331568264054364,2025-T4
2015,T1,Ucayali,514343,0.5558162267839687,2015-T1
2015,T2,Ucayali,517686,0.6499553799701755,2015-T2
2015,T3,Ucayali,521030,0.6459514068373493,2015-T3
2015,T4,Ucayali,524374,0.6418056541849798,2015-T4
2016,T1,Ucayali,527717,0.6375220739395927,2016-T1
2016,T2,Ucayali,531500,0.7168614996295364,2016-T2
2016,T3,Ucayali,535282,0.7115710253998119,2016-T3
2016,T4,Ucayali,539064,0.7065434668081497,2016-T4
2017,T1,Ucayali,542847,0.7017719602867192,2017-T1
2017,T2,Ucayali,546827,0.7331715934692464,2017-T2
2017,T3,Ucayali,550807,0.7278353117165026,2017-T3
2017,T4,Ucayali,554787,0.7225761473619616,2017-T4
2018,T1,Ucayali,558767,0.7173924407024678,2018-T1
2018,T2,Ucayali,562703,0.7044080985455476,2018-T2
2018,T3,Ucayali,566638,0.6993031848061944,2018-T3
2018,T4,Ucayali,570574,0.6946233750648562,2018-T4
2019,T1,Ucayali,574509,0.6896563811179619,2019-T1
2019,T2,Ucayali,578159,0.6353251211034118,2019-T2
2019,T3,Ucayali,581810,0.631487186050896,2019-T3
2019,T4,Ucayali,585460,0.6273525721455459,2019-T4
2020,T1,Ucayali,589110,0.6234413965087282,2020-T1
2020,T2,Ucayali,592432,0.5639014785014683,2020-T2
2020,T3,Ucayali,595755,0.5609082561374132,2020-T3
2020,T4,Ucayali,599078,0.557779624174367,2020-T4
2021,T1,Ucayali,602400,0.5545187771876116,2021-T1
2021,T2,Ucayali,605556,0.5239043824701195,2021-T2
2021,T3,Ucayali,608712,0.5211739294136297,2021-T3
2021,T4,Ucayali,611868,0.5184717896147932,2021-T4
2022,T1,Ucayali,615024,0.5157975249563631,2022-T1
2022,T2,Ucayali,618076,0.4962407971071048,2022-T2
2022,T3,Ucayali,621128,0.49379040765213345,2022-T3
2022,T4,Ucayali,624181,0.49152509627645186,2022-T4
2023,T1,Ucayali,627233,0.488960734146025,2023-T1
2023,T2,Ucayali,630244,0.480044895597011,2023-T2
2023,T3,Ucayali,633256,0.47791014273836796,2023-T3
2023,T4,Ucayali,636268,0.4756370251525449,2023-T4
2024,T1,Ucayali,639279,0.4732282623045635,2024-T1
2024,T2,Ucayali,642313,0.4745971633668555,2024-T2
2024,T3,Ucayali,645348,0.472511065477423,2024-T3
2024,T4,Ucayali,648382,0.4701339432368273,2024-T4
2025,T1,Ucayali,651416,0.4679340265460793,2025-T1
2025,T2,Ucayali,654567,0.4837154752109251,2025-T2
2025,T3,Ucayali,657718,0.4813869321245954,2025-T3
2025,T4,Ucayali,660868,0.4789286593950599,2025-T4
2015,T1,Áncash,1116151,0.15245160850355152,2015-T1
2015,T2,Áncash,1118788,0.23625835572427026,2015-T2
2015,T3,Áncash,1121424,0.23561210881775635,2015-T3
2015,T4,Áncash,1124061,0.23514745537816206,2015-T4
2016,T1,Áncash,1126698,0.2345958093021642,2016-T1
2016,T2,Áncash,1130145,0.30593823722062163,2016-T2
2016,T3,Áncash,1133592,0.30500510996376573,2016-T3
2016,T4,Áncash,1137039,0.30407765756991934,2016-T4
2017,T1,Áncash,1140486,0.30315582842804867,2017-T1
2017,T2,Áncash,1144227,0.3280180554605668,2017-T2
2017,T3,Áncash,1147968,0.32694561481244544,2017-T3
2017,T4,Áncash,1151710,0.32596727434911077,2017-T4
2018,T1,Áncash,1155451,0.32482135259744205,2018-T1
2018,T2,Áncash,1158969,0.30446985635911866,2018-T2
2018,T3,Áncash,1162486,0.3034593677656607,2018-T3
2018,T4,Áncash,1166004,0.30262730045781194,2018-T4
2019,T1,Áncash,1169522,0.3017142308259663,2019-T1
2019,T2,Áncash,1172301,0.2376184458265856,2019-T2
2019,T3,Áncash,1175080,0.23705515904191843,2019-T3
2019,T4,Áncash,1177859,0.23649453654219285,2019-T4
2020,T1,Áncash,1180638,0.23593655946934225,2020-T1
2020,T2,Áncash,1182576,0.16414853663866485,2020-T2
2020,T3,Áncash,1184514,0.16387953078702763,2020-T3
2020,T4,Áncash,1186453,0.16369582799359061,2020-T4
2021,T1,Áncash,1188391,0.1633440178414147,2021-T1
2021,T2,Áncash,1189832,0.12125638783868273,2021-T2
2021,T3,Áncash,1191274,0.1211935802701558,2021-T3
2021,T4,Áncash,1192715,0.12096293547915929,2021-T4
2022,T1,Áncash,1194156,0.12081679194107561,2022-T1
2022,T2,Áncash,1195254,0.09194778571643906,2022-T2
2022,T3,Áncash,1196352,0.09186331942833907,2022-T3
2022,T4,Áncash,1197449,0.0916954207457337,2022-T4
2023,T1,Áncash,1198547,0.0916949281347264,2023-T1
2023,T2,Áncash,1199453,0.07559152874271931,2023-T2
2023,T3,Áncash,1200359,0.07553443111151499,2023-T3
2023,T4,Áncash,1201265,0.07547741967194814,2023-T4
2024,T1,Áncash,1202171,0.07542049422900027,2024-T1
2024,T2,Áncash,1203038,0.07211952376159464,2024-T2
2024,T3,Áncash,1203905,0.0720675489884775,2024-T3
2024,T4,Áncash,1204772,0.0720156490753008,2024-T4
2025,T1,Áncash,1205639,0.07196382386044828,2025-T1
2025,T2,Áncash,1206602,0.07987465568051465,2025-T2
2025,T3,Áncash,1207565,0.07981090699335822,2025-T3
2025,T4,Áncash,1208528,0.07974725998186434,2025-T4
