Año,Trimestre,Departamento,Poblacion_Trimestral,Periodo,Tasa_Crecimiento_Trimestral_%
2022,T1,Pasco,268828,2022-T1,-0.1737864654506565
2022,T2,Pasco,268360,2022-T2,-0.1740890085854152
2022,T3,Pasco,267893,2022-T3,-0.17401997317036816
2022,T4,Pasco,267425,2022-T4,-0.174696613946613
2023,T1,Pasco,266917,2023-T1,-0.1899598018135926
2023,T2,Pasco,266408,2023-T2,-0.19069598414488398
2023,T3,Pasco,265900,2023-T3,-0.19068496441548302
2023,T4,Pasco,265392,2023-T4,-0.19104926664159458
2024,T1,Pasco,264882,2024-T1,-0.19216856574425756
2024,T2,Pasco,264373,2024-T2,-0.19216103774510915
2024,T3,Pasco,263864,2024-T3,-0.19253100732676937
2024,T4,Pasco,263354,2024-T4,-0.1932813873813783
2025,T1,Pasco,262866,2025-T1,-0.18530191301442167
2025,T2,Pasco,262378,2025-T2,-0.1856459184527478
2025,T3,Pasco,261890,2025-T3,-0.18599120353078383
2025,T4,Pasco,261403,2025-T4,-0.1859559356981939
2015,T1,Piura,1871631,2015-T1,0.4339041987180347
2015,T2,Piura,1879717,2015-T2,0.432029604126027
2015,T3,Piura,1887803,2015-T3,0.4301711374637778
2015,T4,Piura,1895889,2015-T4,0.428328591489684
2016,T1,Piura,1905415,2016-T1,0.5024555762494535
2016,T2,Piura,1914941,2016-T2,0.4999435818443751
2016,T3,Piura,1924467,2016-T3,0.4974565796021914
2016,T4,Piura,1933993,2016-T4,0.4949941983936331
2017,T1,Piura,1944087,2017-T1,0.521925363742268
2017,T2,Piura,1954181,2017-T2,0.5192154466338184
2017,T3,Piura,1964274,2017-T3,0.5164823524535342
2017,T4,Piura,1974368,2017-T4,0.5138794282264083
2018,T1,Piura,1984155,2018-T1,0.49570292873466343
2018,T2,Piura,1993943,2018-T2,0.493308234487729
2018,T3,Piura,2003730,2018-T3,0.4908364983352082
2018,T4,Piura,2013517,2018-T4,0.4884390611509535
2019,T1,Piura,2022126,2019-T1,0.4275603334861339
2019,T2,Piura,2030735,2019-T2,0.425740037960048
2019,T3,Piura,2039345,2019-T3,0.42398441943434273
2019,T4,Piura,2047954,2019-T4,0.42214534568697304
2020,T1,Piura,2055225,2020-T1,0.3550372713449618
2020,T2,Piura,2062497,2020-T2,0.3538298726416816
2020,T3,Piura,2069768,2020-T3,0.3525338461098368
2020,T4,Piura,2077039,2020-T4,0.3512954108866308
2021,T1,Piura,2083554,2021-T1,0.3136676778818308
2021,T2,Piura,2090069,2021-T2,0.3126868802056486
2021,T3,Piura,2096584,2021-T3,0.3117121970614367
2021,T4,Piura,2103099,2021-T4,0.3107435714476501
2022,T1,Piura,2109098,2022-T1,0.2852457254746448
2022,T2,Piura,2115096,2022-T2,0.28438697490586023
2022,T3,Piura,2121094,2022-T3,0.2835805088752473
2022,T4,Piura,2127093,2022-T4,0.28282574935387117
2023,T1,Piura,2132814,2023-T1,0.26895862099118373
2023,T2,Piura,2138536,2023-T2,0.26828406040095387
2023,T3,Piura,2144257,2023-T3,0.2675194619122615
2023,T4,Piura,2149978,2023-T4,0.26680570472662557
2024,T1,Piura,2155661,2024-T1,0.2643282861499048
2024,T2,Piura,2161344,2024-T2,0.2636314336994546
2024,T3,Piura,2167027,2024-T3,0.2629382458322229
2024,T4,Piura,2172710,2024-T4,0.2622486937172449
2025,T1,Piura,2178638,2025-T1,0.27283898909656606
2025,T2,Piura,2184566,2025-T2,0.2720966034742807
2025,T3,Piura,2190494,2025-T3,0.2713582469012152
2025,T4,Piura,2196422,2025-T4,0.2706238866666606
2015,T1,Prov. Const. del Callao,1008843,2015-T1,0.5616980725831533
2015,T2,Prov. Const. del Callao,1014478,2015-T2,0.5585606481880728
2015,T3,Prov. Const. del Callao,1020114,2015-T3,0.555556650809579
2015,T4,Prov. Const. del Callao,1025749,2015-T4,0.552389242770906
2016,T1,Prov. Const. del Callao,1032205,2016-T1,0.629393740573961
2016,T2,Prov. Const. del Callao,1038660,2016-T2,0.6253602724265044
2016,T3,Prov. Const. del Callao,1045116,2016-T3,0.6215700999364566
2016,T4,Prov. Const. del Callao,1051572,2016-T4,0.6177304720241581
2017,T1,Prov. Const. del Callao,1058376,2017-T1,0.6470313017082996
2017,T2,Prov. Const. del Callao,1065180,2017-T2,0.6428717204471757
2017,T3,Prov. Const. del Callao,1071985,2017-T3,0.6388591599541862
2017,T4,Prov. Const. del Callao,1078789,2017-T4,0.6347103737459013
2018,T1,Prov. Const. del Callao,1085470,2018-T1,0.6193055361150327
2018,T2,Prov. Const. del Callao,1092150,2018-T2,0.6154016232599704
2018,T3,Prov. Const. del Callao,1098831,2018-T3,0.611729158082681
2018,T4,Prov. Const. del Callao,1105512,2018-T4,0.6080097849441816
2019,T1,Prov. Const. del Callao,1111598,2019-T1,0.5505141509092619
2019,T2,Prov. Const. del Callao,1117683,2019-T2,0.5474101248832761
2019,T3,Prov. Const. del Callao,1123768,2019-T3,0.5444298607029006
2019,T4,Prov. Const. del Callao,1129854,2019-T4,0.5415708580418734
2020,T1,Prov. Const. del Callao,1135260,2020-T1,0.4784688995215311
2020,T2,Prov. Const. del Callao,1140667,2020-T2,0.47627856173916105
2020,T3,Prov. Const. del Callao,1146074,2020-T3,0.4740209018056979
2020,T4,Prov. Const. del Callao,1151480,2020-T4,0.4716972900528238
2021,T1,Prov. Const. del Callao,1156522,2021-T1,0.4378712613332407
2021,T2,Prov. Const. del Callao,1161564,2021-T2,0.43596230767767497
2021,T3,Prov. Const. del Callao,1166606,2021-T3,0.43406992640956504
2021,T4,Prov. Const. del Callao,1171648,2021-T4,0.4321939026543666
2022,T1,Prov. Const. del Callao,1176451,2022-T1,0.4099354072212815
2022,T2,Prov. Const. del Callao,1181254,2022-T2,0.40826179755892933
2022,T3,Prov. Const. del Callao,1186057,2022-T3,0.40660179775052613
2022,T4,Prov. Const. del Callao,1190860,2022-T4,0.40495524245462067
2023,T1,Prov. Const. del Callao,1195548,2023-T1,0.39366508237744147
2023,T2,Prov. Const. del Callao,1200237,2023-T2,0.39220508084995337
2023,T3,Prov. Const. del Callao,1204925,2023-T3,0.39058952523543267
2023,T4,Prov. Const. del Callao,1209614,2023-T4,0.3891528518372513
2024,T1,Prov. Const. del Callao,1214313,2024-T1,0.3884710329080186
2024,T2,Prov. Const. del Callao,1219012,2024-T2,0.3869677751946986
2024,T3,Prov. Const. del Callao,1223712,2024-T3,0.3855581405269185
2024,T4,Prov. Const. del Callao,1228411,2024-T4,0.3839955806595016
2025,T1,Prov. Const. del Callao,1233292,2025-T1,0.39734258322336746
2025,T2,Prov. Const. del Callao,1238174,2025-T2,0.3958511041991678
2025,T3,Prov. Const. del Callao,1243055,2025-T3,0.3942095375932623
2025,T4,Prov. Const. del Callao,1247937,2025-T4,0.39274207496852515
2015,T1,Puno,1232979,2015-T1,-0.032431231600343446
2015,T2,Puno,1232578,2015-T2,-0.03252285724249967
2015,T3,Puno,1232178,2015-T3,-0.03245230727791669
2015,T4,Puno,1231778,2015-T4,-0.032462842219224824
2016,T1,Puno,1232252,2016-T1,0.03848096004312466
2016,T2,Puno,1232727,2016-T2,0.038547310128123145
2016,T3,Puno,1233202,2016-T3,0.03853245690246097
2016,T4,Puno,1233676,2016-T4,0.03843652540297535
2017,T1,Puno,1234466,2017-T1,0.06403626235737747
2017,T2,Puno,1235256,2017-T2,0.06399528217059036
2017,T3,Puno,1236046,2017-T3,0.06395435440103105
2017,T4,Puno,1236836,2017-T4,0.06391347894819449
2018,T1,Puno,1237382,2018-T1,0.044144898757798125
2018,T2,Puno,1237929,2018-T2,0.04420623542285244
2018,T3,Puno,1238475,2018-T3,0.04410592206822847
2018,T4,Puno,1239022,2018-T4,0.04416722178485638
2019,T1,Puno,1238766,2019-T1,-0.020661457181551258
2019,T2,Puno,1238510,2019-T2,-0.02066572702189114
2019,T3,Puno,1238253,2019-T3,-0.02075074080952112
2019,T4,Puno,1237997,2019-T4,-0.02067428869544431
2020,T1,Puno,1236817,2020-T1,-0.09531525520659581
2020,T2,Puno,1235637,2020-T2,-0.09540619186185184
2020,T3,Puno,1234457,2020-T3,-0.09549730220121282
2020,T4,Puno,1233277,2020-T4,-0.0955885867227453
2021,T1,Puno,1231546,2021-T1,-0.14035776228698013
2021,T2,Puno,1229815,2021-T2,-0.14055504219899215
2021,T3,Puno,1228084,2021-T3,-0.14075287746530982
2021,T4,Puno,1226353,2021-T4,-0.14095127043426997
2022,T1,Puno,1224252,2022-T1,-0.17132098180540187
2022,T2,Puno,1222152,2022-T2,-0.17153331176914557
2022,T3,Puno,1220052,2022-T3,-0.1718280541209277
2022,T4,Puno,1217951,2022-T4,-0.17220577483582666
2023,T1,Puno,1215664,2023-T1,-0.18777438501220492
2023,T2,Puno,1213376,2023-T2,-0.18820990010397612
2023,T3,Puno,1211089,2023-T3,-0.18848238303708
2023,T4,Puno,1208802,2023-T4,-0.18883830998382448
2024,T1,Puno,1206510,2024-T1,-0.1896092163977227
2024,T2,Puno,1204219,2024-T2,-0.18988653222932259
2024,T3,Puno,1201928,2024-T3,-0.19024778715499424
2024,T4,Puno,1199636,2024-T4,-0.1906936189189369
2025,T1,Puno,1197442,2025-T1,-0.18288880960558035
2025,T2,Puno,1195248,2025-T2,-0.18322390562549168
2025,T3,Puno,1193054,2025-T3,-0.18356023185146514
2025,T4,Puno,1190860,2025-T4,-0.18389779507046622
2015,T1,San Martín,821146,2015-T1,0.44083362078033916
2015,T2,San Martín,824751,2015-T2,0.4390205882997664
2015,T3,San Martín,828356,2015-T3,0.43710162218657506
2015,T4,San Martín,831960,2015-T4,0.435078637687178
2016,T1,San Martín,836198,2016-T1,0.5093994903601134
2016,T2,San Martín,840435,2016-T2,0.5066981743558344
2016,T3,San Martín,844672,2016-T3,0.5041436874951662
2016,T4,San Martín,848910,2016-T4,0.5017332171541142
2017,T1,San Martín,853398,2017-T1,0.5286779517263314
2017,T2,San Martín,857886,2017-T2,0.525897646818952
2017,T3,San Martín,862373,2017-T3,0.5230298664391306
2017,T4,San Martín,866861,2017-T4,0.5204244567026102
2018,T1,San Martín,871217,2018-T1,0.5025027080466188
2018,T2,San Martín,875572,2018-T2,0.49987546156698043
2018,T3,San Martín,879928,2018-T3,0.49750334638384963
2018,T4,San Martín,884283,2018-T4,0.4949268576519897
2019,T1,San Martín,888124,2019-T1,0.43436320725378635
2019,T2,San Martín,891966,2019-T2,0.43259724993356785
2019,T3,San Martín,895807,2019-T3,0.4306217950011548
2019,T4,San Martín,899648,2019-T4,0.42877539469997444
2020,T1,San Martín,902904,2020-T1,0.3619193284484598
2020,T2,San Martín,906161,2020-T2,0.36072494971779945
2020,T3,San Martín,909418,2020-T3,0.35942840179614877
2020,T4,San Martín,912674,2020-T4,0.35803118038129883
2021,T1,San Martín,915601,2021-T1,0.3207059694918448
2021,T2,San Martín,918529,2021-T2,0.31978995217349043
2021,T3,San Martín,921456,2021-T3,0.31866168623962876
2021,T4,San Martín,924384,2021-T4,0.3177579830181799
2022,T1,San Martín,927086,2022-T1,0.29230276595008137
2022,T2,San Martín,929789,2022-T2,0.2915587119210084
2022,T3,San Martín,932492,2022-T3,0.2907111183289972
2022,T4,San Martín,935194,2022-T4,0.28976119902369135
2023,T1,San Martín,937776,2023-T1,0.2760924471286172
2023,T2,San Martín,940359,2023-T2,0.275438910784665
2023,T3,San Martín,942941,2023-T3,0.2745759864051921
2023,T4,San Martín,945523,2023-T4,0.27382413109621917
2024,T1,San Martín,948090,2024-T1,0.2714899584674302
2024,T2,San Martín,950656,2024-T2,0.2706494109209041
2024,T3,San Martín,953222,2024-T3,0.2699188770701495
2024,T4,San Martín,955789,2024-T4,0.2692971836571124
2025,T1,San Martín,958465,2025-T1,0.27997811232395436
2025,T2,San Martín,961141,2025-T2,0.2791964234479089
2025,T3,San Martín,963817,2025-T3,0.2784190873139321
2025,T4,San Martín,966493,2025-T4,0.27764606766637234
2015,T1,Tacna,332224,2015-T1,0.5453632022080854
2015,T2,Tacna,334026,2015-T2,0.5424051242535157
2015,T3,Tacna,335828,2015-T3,0.5394789627154772
2015,T4,Tacna,337630,2015-T4,0.5365842038186215
2016,T1,Tacna,339700,2016-T1,0.6130971773835263
2016,T2,Tacna,341770,2016-T2,0.6093612010597587
2016,T3,Tacna,343841,2016-T3,0.6059630745823215
2016,T4,Tacna,345911,2016-T4,0.6020224464214564
2017,T1,Tacna,348094,2017-T1,0.6310871871666411
2017,T2,Tacna,350278,2017-T2,0.6274167322619751
2017,T3,Tacna,352461,2017-T3,0.623219271550026
2017,T4,Tacna,354644,2017-T4,0.6193593050011207
2018,T1,Tacna,356784,2018-T1,0.6034220232120098
2018,T2,Tacna,358924,2018-T2,0.5998026817346069
2018,T3,Tacna,361065,2018-T3,0.5965051097168204
2018,T4,Tacna,363205,2018-T4,0.5926910667054409
2019,T1,Tacna,365147,2019-T1,0.5346842692143555
2019,T2,Tacna,367090,2019-T2,0.5321144634900464
2019,T3,Tacna,369032,2019-T3,0.5290255795581466
2019,T4,Tacna,370974,2019-T4,0.5262416267423963
2020,T1,Tacna,372691,2020-T1,0.4628356704243424
2020,T2,Tacna,374408,2020-T2,0.4607033708890207
2020,T3,Tacna,376125,2020-T3,0.45859062840537596
2020,T4,Tacna,377842,2020-T4,0.456497175141243
2021,T1,Tacna,379437,2021-T1,0.42213411955261726
2021,T2,Tacna,381032,2021-T2,0.4203596380953887
2021,T3,Tacna,382627,2021-T3,0.4186000125973671
2021,T4,Tacna,384222,2021-T4,0.4168550572751008
2022,T1,Tacna,385736,2022-T1,0.39404302720822854
2022,T2,Tacna,387250,2022-T2,0.39249642242362653
2022,T3,Tacna,388765,2022-T3,0.39122014202711425
2022,T4,Tacna,390279,2022-T4,0.38943834964567287
2023,T1,Tacna,391754,2023-T1,0.37793475949256816
2023,T2,Tacna,393230,2023-T2,0.37676705279333456
2023,T3,Tacna,394705,2023-T3,0.37509854283752514
2023,T4,Tacna,396180,2023-T4,0.37369681154279777
2024,T1,Tacna,397657,2024-T1,0.3728103387349185
2024,T2,Tacna,399135,2024-T2,0.37167709860507925
2024,T3,Tacna,400612,2024-T3,0.3700502336302253
2024,T4,Tacna,402089,2024-T4,0.368685910556848
2025,T1,Tacna,403624,2025-T1,0.3817562778389859
2025,T2,Tacna,405158,2025-T2,0.3800566864210255
2025,T3,Tacna,406693,2025-T3,0.37886454173433576
2025,T4,Tacna,408227,2025-T4,0.37718869024055
2015,T1,Tumbes,227224,2015-T1,0.4975696486937138
2015,T2,Tumbes,228348,2015-T2,0.49466605640249267
2015,T3,Tumbes,229473,2015-T3,0.492669084029639
2015,T4,Tumbes,230598,2015-T4,0.490253755343766
2016,T1,Tumbes,231902,2016-T1,0.5654862574697093
2016,T2,Tumbes,233205,2016-T2,0.5618752749006046
2016,T3,Tumbes,234509,2016-T3,0.559164683433031
2016,T4,Tumbes,235813,2016-T4,0.5560554179157303
2017,T1,Tumbes,237190,2017-T1,0.5839372723301938
2017,T2,Tumbes,238567,2017-T2,0.5805472406087946
2017,T3,Tumbes,239944,2017-T3,0.5771963431656516
2017,T4,Tumbes,241321,2017-T4,0.5738839062447905
2018,T1,Tumbes,242666,2018-T1,0.5573489252903809
2018,T2,Tumbes,244010,2018-T2,0.5538476754057017
2018,T3,Tumbes,245354,2018-T3,0.5507970984795705
2018,T4,Tumbes,246699,2018-T4,0.5481875168124424
2019,T1,Tumbes,247905,2019-T1,0.488854839298092
2019,T2,Tumbes,249110,2019-T2,0.4860732942054416
2019,T3,Tumbes,250316,2019-T3,0.4841234795873309
2019,T4,Tumbes,251521,2019-T4,0.48139152111730776
2020,T1,Tumbes,252569,2020-T1,0.4166650100786813
2020,T2,Tumbes,253616,2020-T2,0.4145401850583405
2020,T3,Tumbes,254664,2020-T3,0.4132231404958678
2020,T4,Tumbes,255712,2020-T4,0.411522633744856
2021,T1,Tumbes,256673,2021-T1,0.37581341509197846
2021,T2,Tumbes,257634,2021-T2,0.37440634581744087
2021,T3,Tumbes,258595,2021-T3,0.3730097735547327
2021,T4,Tumbes,259556,2021-T4,0.37162358127574
2022,T1,Tumbes,260458,2022-T1,0.3475165282251229
2022,T2,Tumbes,261360,2022-T2,0.3463130331953712
2022,T3,Tumbes,262262,2022-T3,0.3451178451178451
2022,T4,Tumbes,263164,2022-T4,0.34393087828202334
2023,T1,Tumbes,264036,2023-T1,0.33135231262634707
2023,T2,Tumbes,264908,2023-T2,0.3302579951218773
2023,T3,Tumbes,265781,2023-T3,0.3295483715101092
2023,T4,Tumbes,266653,2023-T4,0.32808966780921134
2024,T1,Tumbes,267523,2024-T1,0.32626672116945993
2024,T2,Tumbes,268394,2024-T2,0.32557948288558364
2024,T3,Tumbes,269264,2024-T3,0.32415031632599833
2024,T4,Tumbes,270134,2024-T4,0.3231029770039812
2025,T1,Tumbes,271039,2025-T1,0.3350189165377183
2025,T2,Tumbes,271944,2025-T2,0.3339002874125126
2025,T3,Tumbes,272850,2025-T3,0.3331568264054364
2025,T4,Tumbes,273755,2025-T4,0.3316840754993586
2015,T1,Ucayali,517686,2015-T1,0.6499553799701755
2015,T2,Ucayali,521030,2015-T2,0.6459514068373493
2015,T3,Ucayali,524374,2015-T3,0.6418056541849798
2015,T4,Ucayali,527717,2015-T4,0.6375220739395927
2016,T1,Ucayali,531500,2016-T1,0.7168614996295364
2016,T2,Ucayali,535282,2016-T2,0.7115710253998119
2016,T3,Ucayali,539064,2016-T3,0.7065434668081497
2016,T4,Ucayali,542847,2016-T4,0.7017719602867192
2017,T1,Ucayali,546827,2017-T1,0.7331715934692464
2017,T2,Ucayali,550807,2017-T2,0.7278353117165026
2017,T3,Ucayali,554787,2017-T3,0.7225761473619616
2017,T4,Ucayali,558767,2017-T4,0.7173924407024678
2018,T1,Ucayali,562703,2018-T1,0.7044080985455476
2018,T2,Ucayali,566638,2018-T2,0.6993031848061944
2018,T3,Ucayali,570574,2018-T3,0.6946233750648562
2018,T4,Ucayali,574509,2018-T4,0.6896563811179619
2019,T1,Ucayali,578159,2019-T1,0.6353251211034118
2019,T2,Ucayali,581810,2019-T2,0.631487186050896
2019,T3,Ucayali,585460,2019-T3,0.6273525721455459
2019,T4,Ucayali,589110,2019-T4,0.6234413965087282
2020,T1,Ucayali,592432,2020-T1,0.5639014785014683
2020,T2,Ucayali,595755,2020-T2,0.5609082561374132
2020,T3,Ucayali,599078,2020-T3,0.557779624174367
2020,T4,Ucayali,602400,2020-T4,0.5545187771876116
2021,T1,Ucayali,605556,2021-T1,0.5239043824701195
2021,T2,Ucayali,608712,2021-T2,0.5211739294136297
2021,T3,Ucayali,611868,2021-T3,0.5184717896147932
2021,T4,Ucayali,615024,2021-T4,0.5157975249563631
2022,T1,Ucayali,618076,2022-T1,0.4962407971071048
2022,T2,Ucayali,621128,2022-T2,0.49379040765213345
2022,T3,Ucayali,624181,2022-T3,0.49152509627645186
2022,T4,Ucayali,627233,2022-T4,0.488960734146025
2023,T1,Ucayali,630244,2023-T1,0.480044895597011
2023,T2,Ucayali,633256,2023-T2,0.47791014273836796
2023,T3,Ucayali,636268,2023-T3,0.4756370251525449
2023,T4,Ucayali,639279,2023-T4,0.4732282623045635
2024,T1,Ucayali,642313,2024-T1,0.4745971633668555
2024,T2,Ucayali,645348,2024-T2,0.472511065477423
2024,T3,Ucayali,648382,2024-T3,0.4701339432368273
2024,T4,Ucayali,651416,2024-T4,0.4679340265460793
2025,T1,Ucayali,654567,2025-T1,0.4837154752109251
2025,T2,Ucayali,657718,2025-T2,0.4813869321245954
2025,T3,Ucayali,660868,2025-T3,0.4789286593950599
2025,T4,Ucayali,664019,2025-T4,0.4767971818880624
2015,T1,Áncash,1118788,2015-T1,0.23625835572427026
2015,T2,Áncash,1121424,2015-T2,0.23561210881775635
2015,T3,Áncash,1124061,2015-T3,0.23514745537816206
2015,T4,Áncash,1126698,2015-T4,0.2345958093021642
2016,T1,Áncash,1130145,2016-T1,0.30593823722062163
2016,T2,Áncash,1133592,2016-T2,0.30500510996376573
2016,T3,Áncash,1137039,2016-T3,0.30407765756991934
2016,T4,Áncash,1140486,2016-T4,0.30315582842804867
2017,T1,Áncash,1144227,2017-T1,0.3280180554605668
2017,T2,Áncash,1147968,2017-T2,0.32694561481244544
2017,T3,Áncash,1151710,2017-T3,0.32596727434911077
2017,T4,Áncash,1155451,2017-T4,0.32482135259744205
2018,T1,Áncash,1158969,2018-T1,0.30446985635911866
2018,T2,Áncash,1162486,2018-T2,0.3034593677656607
2018,T3,Áncash,1166004,2018-T3,0.30262730045781194
2018,T4,Áncash,1169522,2018-T4,0.3017142308259663
2019,T1,Áncash,1172301,2019-T1,0.2376184458265856
2019,T2,Áncash,1175080,2019-T2,0.23705515904191843
2019,T3,Áncash,1177859,2019-T3,0.23649453654219285
2019,T4,Áncash,1180638,2019-T4,0.23593655946934225
2020,T1,Áncash,1182576,2020-T1,0.16414853663866485
2020,T2,Áncash,1184514,2020-T2,0.16387953078702763
2020,T3,Áncash,1186453,2020-T3,0.16369582799359061
2020,T4,Áncash,1188391,2020-T4,0.1633440178414147
2021,T1,Áncash,1189832,2021-T1,0.12125638783868273
2021,T2,Áncash,1191274,2021-T2,0.1211935802701558
2021,T3,Áncash,1192715,2021-T3,0.12096293547915929
2021,T4,Áncash,1194156,2021-T4,0.12081679194107561
2022,T1,Áncash,1195254,2022-T1,0.09194778571643906
2022,T2,Áncash,1196352,2022-T2,0.09186331942833907
2022,T3,Áncash,1197449,2022-T3,0.0916954207457337
2022,T4,Áncash,1198547,2022-T4,0.0916949281347264
2023,T1,Áncash,1199453,2023-T1,0.07559152874271931
2023,T2,Áncash,1200359,2023-T2,0.07553443111151499
2023,T3,Áncash,1201265,2023-T3,0.07547741967194814
2023,T4,Áncash,1202171,2023-T4,0.07542049422900027
2024,T1,Áncash,1203038,2024-T1,0.07211952376159464
2024,T2,Áncash,1203905,2024-T2,0.0720675489884775
2024,T3,Áncash,1204772,2024-T3,0.0720156490753008
2024,T4,Áncash,1205639,2024-T4,0.07196382386044828
2025,T1,Áncash,1206602,2025-T1,0.07987465568051465
2025,T2,Áncash,1207565,2025-T2,0.07981090699335822
2025,T3,Áncash,1208528,2025-T3,0.07974725998186434
2025,T4,Áncash,1209491,2025-T4,0.07968371440297618
